rank,id,round,score,exact,under,over,extremeOver,totalOnsets,parameters
766,r006-0004-b188cf52,6,66,4,4,6,0,119,"{""relativeReattackFactor"":3.445752,""relativeReattackMinDelta"":0.012663,""relativeFluxFactor"":1.819349,""spectralNoveltyRatio"":3.142867,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.313358,""cooldownOverrideMinFlux"":0.026828,""cooldownOverrideMinBandRatio"":0.060411,""analyzeIntervalMs"":40}"
767,r006-0010-b56170f6,6,66,4,4,6,0,119,"{""relativeReattackFactor"":3.292936,""relativeReattackMinDelta"":0.01265,""relativeFluxFactor"":1.928748,""spectralNoveltyRatio"":2.806429,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.537345,""cooldownOverrideMinFlux"":0.029901,""cooldownOverrideMinBandRatio"":0.062401,""analyzeIntervalMs"":40}"
768,r006-0020-4f64deed,6,66,4,4,6,0,119,"{""relativeReattackFactor"":3.511784,""relativeReattackMinDelta"":0.013268,""relativeFluxFactor"":1.896778,""spectralNoveltyRatio"":2.873481,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.492657,""cooldownOverrideMinFlux"":0.028029,""cooldownOverrideMinBandRatio"":0.057938,""analyzeIntervalMs"":40}"
769,r006-0025-fdcb69cf,6,66,4,4,6,0,120,"{""relativeReattackFactor"":3.514244,""relativeReattackMinDelta"":0.011472,""relativeFluxFactor"":1.648059,""spectralNoveltyRatio"":2.630443,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.640655,""cooldownOverrideMinFlux"":0.027334,""cooldownOverrideMinBandRatio"":0.060788,""analyzeIntervalMs"":40}"
770,r006-0035-dac3cfec,6,66,4,4,6,0,119,"{""relativeReattackFactor"":3.345997,""relativeReattackMinDelta"":0.01152,""relativeFluxFactor"":1.812348,""spectralNoveltyRatio"":2.568021,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":2.799296,""cooldownOverrideMinFlux"":0.028033,""cooldownOverrideMinBandRatio"":0.05483,""analyzeIntervalMs"":40}"
771,r006-0055-a00d12bb,6,66,4,4,6,0,119,"{""relativeReattackFactor"":3.449127,""relativeReattackMinDelta"":0.012818,""relativeFluxFactor"":1.654575,""spectralNoveltyRatio"":2.757671,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.692635,""cooldownOverrideMinFlux"":0.028176,""cooldownOverrideMinBandRatio"":0.059173,""analyzeIntervalMs"":40}"
772,r006-0064-8488960e,6,66,4,4,6,0,119,"{""relativeReattackFactor"":3.382364,""relativeReattackMinDelta"":0.012419,""relativeFluxFactor"":1.800717,""spectralNoveltyRatio"":3.166914,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.206066,""cooldownOverrideMinFlux"":0.027628,""cooldownOverrideMinBandRatio"":0.064347,""analyzeIntervalMs"":40}"
773,r006-0074-d3eb280e,6,66,4,4,6,0,119,"{""relativeReattackFactor"":3.475514,""relativeReattackMinDelta"":0.012699,""relativeFluxFactor"":1.736394,""spectralNoveltyRatio"":3.005877,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.358675,""cooldownOverrideMinFlux"":0.025805,""cooldownOverrideMinBandRatio"":0.065722,""analyzeIntervalMs"":40}"
774,r007-0005-e44ff1fe,7,66,4,4,6,0,119,"{""relativeReattackFactor"":3.515021,""relativeReattackMinDelta"":0.011633,""relativeFluxFactor"":1.675767,""spectralNoveltyRatio"":2.528188,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.678659,""cooldownOverrideMinFlux"":0.027656,""cooldownOverrideMinBandRatio"":0.055278,""analyzeIntervalMs"":40}"
775,r007-0019-f7e346e9,7,66,4,4,6,0,120,"{""relativeReattackFactor"":3.410268,""relativeReattackMinDelta"":0.01143,""relativeFluxFactor"":1.540509,""spectralNoveltyRatio"":3.149389,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.311307,""cooldownOverrideMinFlux"":0.028098,""cooldownOverrideMinBandRatio"":0.063494,""analyzeIntervalMs"":40}"
776,r007-0047-c9a28aa7,7,66,4,4,6,0,119,"{""relativeReattackFactor"":3.500184,""relativeReattackMinDelta"":0.013441,""relativeFluxFactor"":2.004589,""spectralNoveltyRatio"":2.726314,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.371915,""cooldownOverrideMinFlux"":0.027415,""cooldownOverrideMinBandRatio"":0.058351,""analyzeIntervalMs"":40}"
777,r007-0054-5bb5356b,7,66,4,4,6,0,119,"{""relativeReattackFactor"":3.453043,""relativeReattackMinDelta"":0.011547,""relativeFluxFactor"":1.850194,""spectralNoveltyRatio"":2.891238,""spectralNoveltyMinBins"":45,""cooldownFrames"":5,""cooldownOverrideFactor"":2.323226,""cooldownOverrideMinFlux"":0.026592,""cooldownOverrideMinBandRatio"":0.06694,""analyzeIntervalMs"":40}"
778,r007-0065-caa16aee,7,66,4,4,6,0,119,"{""relativeReattackFactor"":3.51228,""relativeReattackMinDelta"":0.011579,""relativeFluxFactor"":1.6527,""spectralNoveltyRatio"":2.697132,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.727508,""cooldownOverrideMinFlux"":0.027435,""cooldownOverrideMinBandRatio"":0.05575,""analyzeIntervalMs"":40}"
779,r002-0072-01fe0ae8,2,64,5,10,3,0,109,"{""relativeReattackFactor"":3.072083,""relativeReattackMinDelta"":0.014503,""relativeFluxFactor"":3.848358,""spectralNoveltyRatio"":4.07722,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.54268,""cooldownOverrideMinFlux"":0.019063,""cooldownOverrideMinBandRatio"":0.066526,""analyzeIntervalMs"":40}"
780,r003-0001-6a330559,3,63,3,5,3,0,115,"{""relativeReattackFactor"":3.345534,""relativeReattackMinDelta"":0.014686,""relativeFluxFactor"":2.22467,""spectralNoveltyRatio"":2.427262,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.702717,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.055129,""analyzeIntervalMs"":43}"
781,r002-0052-617d82b5,2,62,3,10,3,0,107,"{""relativeReattackFactor"":3.295731,""relativeReattackMinDelta"":0.014679,""relativeFluxFactor"":3.379221,""spectralNoveltyRatio"":4.542811,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.59427,""cooldownOverrideMinFlux"":0.016158,""cooldownOverrideMinBandRatio"":0.06306,""analyzeIntervalMs"":47}"
782,r002-0039-89885069,2,62,4,4,5,0,119,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":3.966625,""spectralNoveltyRatio"":2.864647,""spectralNoveltyMinBins"":38,""cooldownFrames"":4,""cooldownOverrideFactor"":4.823151,""cooldownOverrideMinFlux"":0.02403,""cooldownOverrideMinBandRatio"":0.057852,""analyzeIntervalMs"":41}"
783,r002-0025-6922fe53,2,62,3,8,5,0,111,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.011387,""relativeFluxFactor"":4.838268,""spectralNoveltyRatio"":3.471368,""spectralNoveltyMinBins"":45,""cooldownFrames"":4,""cooldownOverrideFactor"":2.7362,""cooldownOverrideMinFlux"":0.023733,""cooldownOverrideMinBandRatio"":0.063123,""analyzeIntervalMs"":47}"
784,r003-0002-3d47e18d,3,61,4,8,2,0,111,"{""relativeReattackFactor"":3.60832,""relativeReattackMinDelta"":0.025,""relativeFluxFactor"":3.68199,""spectralNoveltyRatio"":5.389999,""spectralNoveltyMinBins"":40,""cooldownFrames"":5,""cooldownOverrideFactor"":2.078779,""cooldownOverrideMinFlux"":0.009817,""cooldownOverrideMinBandRatio"":0.02191,""analyzeIntervalMs"":40}"
785,r002-0041-8ddbd568,2,60,3,3,5,0,119,"{""relativeReattackFactor"":3.877955,""relativeReattackMinDelta"":0.025,""relativeFluxFactor"":3.215711,""spectralNoveltyRatio"":6,""spectralNoveltyMinBins"":27,""cooldownFrames"":5,""cooldownOverrideFactor"":2.555933,""cooldownOverrideMinFlux"":0.014674,""cooldownOverrideMinBandRatio"":0.02,""analyzeIntervalMs"":35}"
786,r005-0064-7d81d666,5,60,4,5,6,0,119,"{""relativeReattackFactor"":3.284135,""relativeReattackMinDelta"":0.011115,""relativeFluxFactor"":1.568187,""spectralNoveltyRatio"":2.631521,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.593007,""cooldownOverrideMinFlux"":0.027535,""cooldownOverrideMinBandRatio"":0.060026,""analyzeIntervalMs"":40}"
787,r005-0074-e2042c47,5,60,4,5,6,0,118,"{""relativeReattackFactor"":3.362629,""relativeReattackMinDelta"":0.013204,""relativeFluxFactor"":1.796881,""spectralNoveltyRatio"":2.942511,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.64898,""cooldownOverrideMinFlux"":0.027817,""cooldownOverrideMinBandRatio"":0.05439,""analyzeIntervalMs"":40}"
788,r006-0007-bb306416,6,60,4,5,6,0,118,"{""relativeReattackFactor"":3.502877,""relativeReattackMinDelta"":0.013814,""relativeFluxFactor"":2.126482,""spectralNoveltyRatio"":2.949389,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.515543,""cooldownOverrideMinFlux"":0.027255,""cooldownOverrideMinBandRatio"":0.061281,""analyzeIntervalMs"":40}"
789,r006-0017-cf3ed60b,6,60,4,5,6,0,118,"{""relativeReattackFactor"":3.458072,""relativeReattackMinDelta"":0.014763,""relativeFluxFactor"":1.856888,""spectralNoveltyRatio"":2.771859,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.30098,""cooldownOverrideMinFlux"":0.029563,""cooldownOverrideMinBandRatio"":0.055513,""analyzeIntervalMs"":40}"
790,r006-0042-0023f064,6,60,4,5,6,0,118,"{""relativeReattackFactor"":3.380072,""relativeReattackMinDelta"":0.014281,""relativeFluxFactor"":1.890228,""spectralNoveltyRatio"":2.878014,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.554864,""cooldownOverrideMinFlux"":0.029357,""cooldownOverrideMinBandRatio"":0.056728,""analyzeIntervalMs"":40}"
791,r006-0060-b7b8d973,6,60,4,5,6,0,118,"{""relativeReattackFactor"":3.516816,""relativeReattackMinDelta"":0.012742,""relativeFluxFactor"":1.846792,""spectralNoveltyRatio"":2.565477,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":2.794658,""cooldownOverrideMinFlux"":0.027624,""cooldownOverrideMinBandRatio"":0.061806,""analyzeIntervalMs"":40}"
792,r006-0080-a60c3834,6,60,4,5,6,0,119,"{""relativeReattackFactor"":3.465882,""relativeReattackMinDelta"":0.013223,""relativeFluxFactor"":1.591635,""spectralNoveltyRatio"":2.797457,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.463778,""cooldownOverrideMinFlux"":0.027556,""cooldownOverrideMinBandRatio"":0.062369,""analyzeIntervalMs"":40}"
793,r007-0007-6121ec3a,7,60,4,5,6,0,118,"{""relativeReattackFactor"":3.492616,""relativeReattackMinDelta"":0.014148,""relativeFluxFactor"":2.142636,""spectralNoveltyRatio"":2.729676,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":2.37036,""cooldownOverrideMinFlux"":0.028152,""cooldownOverrideMinBandRatio"":0.059322,""analyzeIntervalMs"":40}"
794,r007-0015-41b335f0,7,60,4,5,6,0,118,"{""relativeReattackFactor"":3.45227,""relativeReattackMinDelta"":0.011614,""relativeFluxFactor"":1.799927,""spectralNoveltyRatio"":2.839757,""spectralNoveltyMinBins"":49,""cooldownFrames"":5,""cooldownOverrideFactor"":2.502235,""cooldownOverrideMinFlux"":0.028807,""cooldownOverrideMinBandRatio"":0.056924,""analyzeIntervalMs"":40}"
795,r007-0032-e13f0536,7,60,4,5,6,0,118,"{""relativeReattackFactor"":3.410038,""relativeReattackMinDelta"":0.013991,""relativeFluxFactor"":2.183641,""spectralNoveltyRatio"":2.801693,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.534194,""cooldownOverrideMinFlux"":0.028356,""cooldownOverrideMinBandRatio"":0.054924,""analyzeIntervalMs"":40}"
796,r007-0034-09f4b838,7,60,4,5,6,0,119,"{""relativeReattackFactor"":3.405611,""relativeReattackMinDelta"":0.012699,""relativeFluxFactor"":1.632639,""spectralNoveltyRatio"":3.082673,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":2.212043,""cooldownOverrideMinFlux"":0.027608,""cooldownOverrideMinBandRatio"":0.061251,""analyzeIntervalMs"":40}"
797,r007-0042-028e5586,7,60,4,5,6,0,118,"{""relativeReattackFactor"":3.442827,""relativeReattackMinDelta"":0.014845,""relativeFluxFactor"":2.171536,""spectralNoveltyRatio"":3.149386,""spectralNoveltyMinBins"":48,""cooldownFrames"":5,""cooldownOverrideFactor"":2.510057,""cooldownOverrideMinFlux"":0.027265,""cooldownOverrideMinBandRatio"":0.060753,""analyzeIntervalMs"":40}"
798,r002-0031-c33c142d,2,58,3,3,7,0,123,"{""relativeReattackFactor"":3.612334,""relativeReattackMinDelta"":0.025,""relativeFluxFactor"":3.02252,""spectralNoveltyRatio"":6,""spectralNoveltyMinBins"":22,""cooldownFrames"":5,""cooldownOverrideFactor"":2.30526,""cooldownOverrideMinFlux"":0.011642,""cooldownOverrideMinBandRatio"":0.02,""analyzeIntervalMs"":37}"
799,r002-0037-2f97ff2c,2,57,4,5,2,0,111,"{""relativeReattackFactor"":2.98314,""relativeReattackMinDelta"":0.008117,""relativeFluxFactor"":3.312753,""spectralNoveltyRatio"":5.023636,""spectralNoveltyMinBins"":53,""cooldownFrames"":5,""cooldownOverrideFactor"":4.8626,""cooldownOverrideMinFlux"":0.02057,""cooldownOverrideMinBandRatio"":0.045854,""analyzeIntervalMs"":41}"
800,r002-0045-24e09188,2,52,4,9,2,0,106,"{""relativeReattackFactor"":3.89435,""relativeReattackMinDelta"":0.011976,""relativeFluxFactor"":5,""spectralNoveltyRatio"":3.441468,""spectralNoveltyMinBins"":57,""cooldownFrames"":4,""cooldownOverrideFactor"":2.022221,""cooldownOverrideMinFlux"":0.025402,""cooldownOverrideMinBandRatio"":0.086946,""analyzeIntervalMs"":43}"
801,r002-0002-8322ee78,2,46,4,10,2,0,108,"{""relativeReattackFactor"":3.231266,""relativeReattackMinDelta"":0.010455,""relativeFluxFactor"":3.42466,""spectralNoveltyRatio"":5.404782,""spectralNoveltyMinBins"":61,""cooldownFrames"":5,""cooldownOverrideFactor"":4.684376,""cooldownOverrideMinFlux"":0.015764,""cooldownOverrideMinBandRatio"":0.063267,""analyzeIntervalMs"":43}"
802,r002-0023-dbd40d9a,2,45,3,2,6,0,120,"{""relativeReattackFactor"":3.464567,""relativeReattackMinDelta"":0.013842,""relativeFluxFactor"":1.875709,""spectralNoveltyRatio"":2.854953,""spectralNoveltyMinBins"":37,""cooldownFrames"":5,""cooldownOverrideFactor"":2.48181,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.060717,""analyzeIntervalMs"":39}"
803,r003-0022-ff73d689,3,42,3,7,3,0,113,"{""relativeReattackFactor"":3.484953,""relativeReattackMinDelta"":0.022827,""relativeFluxFactor"":3.189881,""spectralNoveltyRatio"":4.997191,""spectralNoveltyMinBins"":38,""cooldownFrames"":5,""cooldownOverrideFactor"":1.98896,""cooldownOverrideMinFlux"":0.013121,""cooldownOverrideMinBandRatio"":0.026614,""analyzeIntervalMs"":43}"
804,r005-0054-522a2515,5,42,3,4,6,0,119,"{""relativeReattackFactor"":3.264058,""relativeReattackMinDelta"":0.011367,""relativeFluxFactor"":1.821621,""spectralNoveltyRatio"":2.387587,""spectralNoveltyMinBins"":47,""cooldownFrames"":5,""cooldownOverrideFactor"":2.557903,""cooldownOverrideMinFlux"":0.027754,""cooldownOverrideMinBandRatio"":0.054636,""analyzeIntervalMs"":43}"
805,r002-0032-37c4b665,2,42,4,8,6,0,112,"{""relativeReattackFactor"":3.152902,""relativeReattackMinDelta"":0.008354,""relativeFluxFactor"":3.190193,""spectralNoveltyRatio"":4.459423,""spectralNoveltyMinBins"":62,""cooldownFrames"":5,""cooldownOverrideFactor"":4.223281,""cooldownOverrideMinFlux"":0.020008,""cooldownOverrideMinBandRatio"":0.053524,""analyzeIntervalMs"":45}"
806,r003-0054-d1a49b3c,3,42,4,8,6,0,112,"{""relativeReattackFactor"":3.203886,""relativeReattackMinDelta"":0.012119,""relativeFluxFactor"":3.646989,""spectralNoveltyRatio"":4.911863,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.519869,""cooldownOverrideMinFlux"":0.014878,""cooldownOverrideMinBandRatio"":0.048194,""analyzeIntervalMs"":45}"
807,r002-0080-fd9cf82b,2,39,4,8,6,0,114,"{""relativeReattackFactor"":3.500163,""relativeReattackMinDelta"":0.008697,""relativeFluxFactor"":4.880597,""spectralNoveltyRatio"":4.649819,""spectralNoveltyMinBins"":43,""cooldownFrames"":4,""cooldownOverrideFactor"":2.504453,""cooldownOverrideMinFlux"":0.027436,""cooldownOverrideMinBandRatio"":0.069143,""analyzeIntervalMs"":45}"
808,r002-0065-7a146447,2,34,4,9,3,0,108,"{""relativeReattackFactor"":3.696029,""relativeReattackMinDelta"":0.011583,""relativeFluxFactor"":4.676641,""spectralNoveltyRatio"":3.73794,""spectralNoveltyMinBins"":55,""cooldownFrames"":4,""cooldownOverrideFactor"":2.014792,""cooldownOverrideMinFlux"":0.0264,""cooldownOverrideMinBandRatio"":0.062934,""analyzeIntervalMs"":43}"
809,r002-0021-dfbac56f,2,30,3,6,4,0,117,"{""relativeReattackFactor"":3.671775,""relativeReattackMinDelta"":0.023235,""relativeFluxFactor"":4.08314,""spectralNoveltyRatio"":5.433844,""spectralNoveltyMinBins"":26,""cooldownFrames"":5,""cooldownOverrideFactor"":2.085657,""cooldownOverrideMinFlux"":0.0172,""cooldownOverrideMinBandRatio"":0.02523,""analyzeIntervalMs"":40}"
810,r004-0030-ca04370f,4,29,3,6,4,0,112,"{""relativeReattackFactor"":3.224121,""relativeReattackMinDelta"":0.012995,""relativeFluxFactor"":1.819802,""spectralNoveltyRatio"":3.354705,""spectralNoveltyMinBins"":55,""cooldownFrames"":5,""cooldownOverrideFactor"":2.49925,""cooldownOverrideMinFlux"":0.028045,""cooldownOverrideMinBandRatio"":0.05272,""analyzeIntervalMs"":39}"
811,r004-0040-c933a149,4,29,3,6,4,0,112,"{""relativeReattackFactor"":3.21373,""relativeReattackMinDelta"":0.013908,""relativeFluxFactor"":2.056049,""spectralNoveltyRatio"":3.239298,""spectralNoveltyMinBins"":56,""cooldownFrames"":5,""cooldownOverrideFactor"":2.261614,""cooldownOverrideMinFlux"":0.029615,""cooldownOverrideMinBandRatio"":0.061631,""analyzeIntervalMs"":39}"
812,r002-0067-44f9c1df,2,27,4,6,3,0,111,"{""relativeReattackFactor"":3.15411,""relativeReattackMinDelta"":0.010875,""relativeFluxFactor"":3.322016,""spectralNoveltyRatio"":3.971318,""spectralNoveltyMinBins"":60,""cooldownFrames"":4,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.020366,""cooldownOverrideMinBandRatio"":0.046888,""analyzeIntervalMs"":41}"
813,r003-0036-b5de0981,3,20,3,7,4,0,111,"{""relativeReattackFactor"":3.428519,""relativeReattackMinDelta"":0.015782,""relativeFluxFactor"":2.29366,""spectralNoveltyRatio"":3.016422,""spectralNoveltyMinBins"":52,""cooldownFrames"":5,""cooldownOverrideFactor"":2.09318,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.062788,""analyzeIntervalMs"":39}"
814,r003-0047-464d0afd,3,20,3,6,5,0,114,"{""relativeReattackFactor"":3.340522,""relativeReattackMinDelta"":0.023158,""relativeFluxFactor"":3.028211,""spectralNoveltyRatio"":4.85417,""spectralNoveltyMinBins"":42,""cooldownFrames"":5,""cooldownOverrideFactor"":2.075896,""cooldownOverrideMinFlux"":0.01122,""cooldownOverrideMinBandRatio"":0.025573,""analyzeIntervalMs"":39}"
815,r002-0015-a37964cc,2,17,3,7,3,0,113,"{""relativeReattackFactor"":3.594768,""relativeReattackMinDelta"":0.013545,""relativeFluxFactor"":5,""spectralNoveltyRatio"":4.616924,""spectralNoveltyMinBins"":45,""cooldownFrames"":4,""cooldownOverrideFactor"":1.891545,""cooldownOverrideMinFlux"":0.027631,""cooldownOverrideMinBandRatio"":0.071709,""analyzeIntervalMs"":50}"
816,r003-0073-e98c7f56,3,14,3,1,7,0,125,"{""relativeReattackFactor"":3.626494,""relativeReattackMinDelta"":0.017621,""relativeFluxFactor"":1.466136,""spectralNoveltyRatio"":4.355834,""spectralNoveltyMinBins"":46,""cooldownFrames"":5,""cooldownOverrideFactor"":3.623022,""cooldownOverrideMinFlux"":0.026083,""cooldownOverrideMinBandRatio"":0.055024,""analyzeIntervalMs"":36}"
817,r003-0024-f0e189e9,3,13,3,7,2,0,108,"{""relativeReattackFactor"":3.022083,""relativeReattackMinDelta"":0.010612,""relativeFluxFactor"":2.943171,""spectralNoveltyRatio"":4.978206,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.538972,""cooldownOverrideMinFlux"":0.01566,""cooldownOverrideMinBandRatio"":0.047978,""analyzeIntervalMs"":41}"
818,r003-0049-551070ea,3,13,3,7,2,0,108,"{""relativeReattackFactor"":2.990294,""relativeReattackMinDelta"":0.014613,""relativeFluxFactor"":3.053653,""spectralNoveltyRatio"":4.584075,""spectralNoveltyMinBins"":64,""cooldownFrames"":5,""cooldownOverrideFactor"":4.840255,""cooldownOverrideMinFlux"":0.016958,""cooldownOverrideMinBandRatio"":0.043166,""analyzeIntervalMs"":41}"
819,r002-0062-35f0ae1c,2,13,4,8,4,0,113,"{""relativeReattackFactor"":3.095418,""relativeReattackMinDelta"":0.008932,""relativeFluxFactor"":3.431199,""spectralNoveltyRatio"":4.652711,""spectralNoveltyMinBins"":51,""cooldownFrames"":5,""cooldownOverrideFactor"":4.374847,""cooldownOverrideMinFlux"":0.018894,""cooldownOverrideMinBandRatio"":0.049725,""analyzeIntervalMs"":40}"
820,r003-0037-418aa57b,3,12,3,7,5,0,115,"{""relativeReattackFactor"":3.464474,""relativeReattackMinDelta"":0.023988,""relativeFluxFactor"":3.244472,""spectralNoveltyRatio"":4.828995,""spectralNoveltyMinBins"":34,""cooldownFrames"":5,""cooldownOverrideFactor"":1.970917,""cooldownOverrideMinFlux"":0.010343,""cooldownOverrideMinBandRatio"":0.036071,""analyzeIntervalMs"":43}"
821,r002-0057-19467b7c,2,11,3,8,4,0,110,"{""relativeReattackFactor"":3.303923,""relativeReattackMinDelta"":0.008659,""relativeFluxFactor"":3.528673,""spectralNoveltyRatio"":4.15528,""spectralNoveltyMinBins"":50,""cooldownFrames"":5,""cooldownOverrideFactor"":4.434374,""cooldownOverrideMinFlux"":0.019708,""cooldownOverrideMinBandRatio"":0.058288,""analyzeIntervalMs"":39}"
